Gene	FDR_Pvals
DUSP10	0.06941536250333936
FAM208A	0.06942387265118173
CAPN5	0.0694814838056994
HLA-DRA	0.0694814838056994
PDLIM1P4	0.06955858110313189
ZNF682	0.06962607263080288
RPSA	0.06964167241643551
PDE6B	0.06974336291214565
LINC01927	0.06981675249981506
RNU6-1128P	0.06985078704919355
RP11-301N24.3	0.06986956305676927
SGSM3	0.06986956305676927
GSTO2	0.06995251218504625
LINC01136	0.06997059524184293
GLTSCR1L	0.0699759416122121
RAB3IP	0.07001783376628862
RP11-779O18.1	0.07003268593222127
DSTYK	0.07003268593222127
TAOK1	0.07005938793092024
RNF111	0.07010992949078947
EML2	0.07010992949078947
LENG1	0.07015915308843138
TDRD7	0.07015915308843138
CAPZA1	0.07015915308843138
AVEN	0.07016831126595627
FAM90A1	0.07018469457260548
CH17-118O6.3	0.07021986398663502
UBE2S	0.07034721517440105
BTBD7	0.07034721517440105
PHF20L1	0.0703552463484307
GMFB	0.07039077262662942
LRMP	0.07048384880949667
RP11-231E19.1	0.0704898049794837
APBA1	0.0704898049794837
SYN2	0.0704898049794837
SCLT1	0.0704898049794837
FSD1L	0.07052295432026781
HBZP1	0.07052295432026781
CLC	0.07052295432026781
GS1-590J6.3	0.07061090449000262
ASIC1	0.07062685980374545
ZNF250	0.07064763789140194
SPCS2P3	0.07064763789140194
ZBED5	0.0706834019465537
C1orf204	0.07073404513382298
RP11-102M11.2	0.07073404513382298
CYP4F35P	0.07073404513382298
NOP14-AS1	0.07073404513382298
CTB-13F3.1	0.07073404513382298
ADGRD2	0.07073404513382298
RASA1	0.07073404513382298
CTD-2540F13.2	0.07079351992568217
RPL7P39	0.07082645610897564
IL13	0.07082645610897564
PSME1	0.07082645610897564
Z83844.1	0.07082645610897564
RP11-316M21.7	0.07082645610897564
ZNF518A	0.07082645610897564
SNAP47	0.07095057131277532
DPPA2P2	0.07095057131277532
CCT3	0.07107786304702667
KLF17P1	0.07107786304702667
SLC38A2	0.07107786304702667
B4GALT3	0.07107786304702667
RPSAP22	0.07107786304702667
AC007879.3	0.07107786304702667
RP11-326C3.2	0.07110466513260097
TMEM214	0.07115075670570295
RP11-84G21.1	0.07120509310188722
ESR1	0.07121564499107601
PAWR	0.07121765388014517
SDPR	0.07121765388014517
LINC02019	0.0712204535494351
RP11-489E7.1	0.07122676945905675
FNDC3B	0.07122676945905675
CH17-296N19.1	0.07122676945905675
B3GNT2	0.07125975475013105
GALNT6	0.07128790251592083
MTX3	0.07128790251592083
RP11-428G5.4	0.07134100077986272
CCR4	0.07141682279917473
RP11-447H19.3	0.0714816521524413
JKAMP	0.0714816521524413
RP11-331F4.1	0.0714816521524413
TUBB	0.0714997447260437
FAM169B	0.0714997447260437
AC084082.3	0.0714997447260437
ARL3	0.0714997447260437
WDR59	0.07157112170055366
SLC46A3	0.07161056356137795
RP4-718N17.2	0.07161897704443876
PLD4	0.07161897704443876
RP1-136J15.1	0.07167044723761044
RP11-430L17.1	0.07167044723761044
STAU2	0.07167044723761044
RNF113A	0.07190363484913301
ENSA	0.07190363484913301
CHMP3	0.07190363484913301
RUNX3	0.07190859491048199
HOXB4	0.07201631976767439
SORBS3	0.07201631976767439
E2F4	0.07220893659717001
SLC31A1P1	0.07221244254003102
ABCD4	0.07221244254003102
USP5	0.07222177629799696
HMGA1	0.07222770511320731
RP11-430K21.2	0.07233687321061393
AVPR1A	0.07233855060932727
ZC3H8	0.07237497210728186
IDH1	0.07246006531073741
FAM228B	0.07246006531073741
CAPN13	0.07250624075973001
CPEB3	0.07255668292166188
ECHDC1	0.07256706011942463
ARAF	0.07256706011942463
ADGRG1	0.07261977872426396
KIAA1109	0.07265625901466288
DNAJC27	0.07266948402499628
SMDT1	0.07271009974756037
KXD1	0.07271009974756037
FAM222A	0.07271009974756037
VNN3	0.07271009974756037
RP11-252A24.2	0.07273869440358897
PPP4R1	0.0727444052619741
BTF3	0.0727444052619741
NUMA1	0.07275139872443273
PCDHB11	0.07287565798401142
SNED1	0.07289259537743943
GOLGA4	0.07290142534033313
RP1-278C19.8	0.0730182641006404
KB-431C1.5	0.0730182641006404
TAB3	0.0730182641006404
LIPC-AS1	0.07306794490477891
GZMM	0.07306794490477891
LRP6	0.0730684927116568
GATA3-AS1	0.07311077456042615
IRF2BPL	0.07314828339735184
RP11-7F17.5	0.07314828339735184
HNRNPD	0.07318022767789938
C10orf91	0.07321727990038297
SDCCAG3	0.07323935292737577
RP5-968J1.1	0.07325670006731147
NIPAL3	0.07328369290027478
UGDH	0.07328369290027478
DYNC1H1	0.07328549987545646
MB21D1	0.07342203289464581
PLB1	0.07342335870981749
RP11-285G1.9	0.07343756312734129
PBLD	0.07343756312734129
RP11-283G6.5	0.07343756312734129
PHF21A	0.07344549774245188
FSD2	0.07345682121144465
FAM69B	0.07345682121144465
LINC01269	0.07348321966017655
RP11-44F14.8	0.07351622974165535
CALR	0.07360814066473041
ATG3	0.07362132752195605
SIGLEC31P	0.07362732245225083
RPTN	0.07362732245225083
RP11-44F14.9	0.07365868378019674
XPC	0.07365868378019674
CBL	0.07369002598974438
RGS14	0.07369002598974438
H2AFJ	0.07373802686127927
DKFZP434I0714	0.07373802686127927
snoMBII-202	0.0738954123847982
SMAD7	0.0738954123847982
QPCT	0.0738954123847982
RP11-10N23.2	0.0738954123847982
RP11-672A2.4	0.0738954123847982
MRFAP1L1	0.0738954123847982
RP11-421M1.8	0.07389570191450799
GIPC1	0.07401076642773335
KIAA1683	0.07401076642773335
ZNF623	0.07401076642773335
INTS12	0.07401076642773335
NSMCE3	0.07402414749312068
ARMC6	0.07402414749312068
LILRB3	0.07402414749312068
CD177	0.07402414749312068
PSMF1	0.07408849921198452
RP11-504P24.3	0.07420304568949945
LMBRD1	0.07420304568949945
ARPC5	0.07427884181922177
LINC00299	0.07427884181922177
BMS1P13	0.07427884181922177
RP11-563J2.3	0.07427884181922177
THUMPD3-AS1	0.07428904671054966
ADAMDEC1	0.07431844205371543
ZDHHC2	0.07434502041788309
CBX3P2	0.07434502041788309
RP11-845M18.6	0.07436524604388105
RP11-556I14.1	0.07437441582450155
PARP4	0.07437932931692329
LINC01259	0.07437932931692329
RP11-43N5.1	0.07437932931692329
RP11-1007O24.3	0.07437932931692329
MIR766	0.0744056190341644
RPL41P1	0.0744056190341644
HSD17B7P2	0.0744056190341644
EXO5	0.07446235510937543
MAP2K2	0.07463164401475926
VEZF1	0.07463164401475926
RAMP1	0.074670042619453
OR13A1	0.07472136331404364
SYCP2L	0.07473694117050667
RP11-383F6.1	0.07474818416370474
RPL10P19	0.07488633256038021
RP11-57H14.4	0.0749110645867119
RP11-807H22.5	0.07494495809107003
MYBPC3	0.07494495809107003
INPP5K	0.07494495809107003
RP11-430C7.5	0.07494495809107003
AC010731.6	0.075019731206305
FAM173B	0.0750253850544591
RP11-115N12.1	0.0750253850544591
GDPD5	0.07504084841581019
VPS35	0.07504672037304032
PFN1P1	0.07504672037304032
RPS4XP22	0.07504672037304032
SUN2	0.07504672037304032
ME3	0.0750581155694677
RP11-1143G9.5	0.0750581155694677
RNU6-1281P	0.07525483970655279
TFAP2E	0.07529346068916347
MCEMP1	0.07552653618043553
ADAM9	0.07552653618043553
RP11-778D9.4	0.0755408124835073
SPDL1	0.0755408124835073
RP11-168K11.2	0.07567466199791457
SSXP10	0.07571358485391698
MAOA	0.07571358485391698
SEPHS2	0.07571358485391698
COX8A	0.07571358485391698
CCDC92	0.07574837784994097
HPN	0.07574837784994097
RP11-395L14.18	0.07578732318722235
XKRX	0.07578732318722235
RNU6-881P	0.07578732318722235
POU5F1	0.0758427653978558
PANX2	0.07588430365285959
RP11-475C16.1	0.0760729323010374
MPC1L	0.07613284206386356
MAPKAP1	0.07615732729175428
ARL4C	0.07617547887014495
LRRC3	0.07617989592243561
IL1RAP	0.07618544221269859
RN7SL785P	0.07628887805536608
RPLP0	0.07628887805536608
DUSP11	0.07629528825674553
AKAP8L	0.07639506092192709
PPP1R17	0.07641682979317532
MICALL1	0.07647638674478102
CCDC17	0.07653342562645782
GATSL3	0.07655088442952732
POM121L14P	0.07655088442952732
POLR1B	0.07662134595470277
CREG2	0.07662134595470277
RP11-290F5.2	0.07662686909018315
HAX1	0.07673543948568338
RPL15	0.07674384400266998
EIF3C	0.0767662373020135
RP11-826N14.1	0.07683887091763054
OR2R1P	0.07683887091763054
CLPX	0.07690094371878238
RP11-485G7.6	0.0769086760477099
ERC2-IT1	0.07693639043824384
RP6-74O6.2	0.07709665191880585
CUL3	0.07715079079181604
WDR3	0.07722018176197963
PIK3R2	0.07722018176197963
NDUFA7	0.0772472207842086
GPR157	0.07726191990575011
CTB-20D2.1	0.07731661301206788
FAAP24	0.07731661301206788
CFAP70	0.07741824918411666
MRPL35	0.07749187175106069
MIR4676	0.07749187175106069
RP11-177C12.5	0.07749187175106069
PRKDC	0.07751780595748722
TAP1	0.07754129444177951
GALR2	0.07756096025051992
CTD-3092A11.1	0.07757677626810128
GS1-115G20.1	0.07772483089762378
SOCS3	0.07772483089762378
RP11-525A16.4	0.07786976638753185
SLC5A6	0.07786976638753185
C3orf62	0.07799596049541231
SLIT1	0.07799596049541231
BOP1	0.07799596049541231
TTPAL	0.0780333335824285
COQ3	0.0780333335824285
BLVRA	0.0780333335824285
YDJC	0.0780417987399348
RN7SKP68	0.0780417987399348
TAF3	0.0780417987399348
ETS2	0.07806628793657404
GPBP1	0.07806628793657404
RAB36	0.07827495951170561
TLR8	0.07830257459839442
RN7SL449P	0.07836006156739586
S1PR5	0.07841078463538592
C19orf45	0.07841078463538592
CMC2	0.07841079745790296
SEC16B	0.07841134154578748
CNR1	0.07841134154578748
RP11-272L13.4	0.07844014272380755
MAB21L3	0.07850752412216846
CISD3	0.07850752412216846
OTUB1	0.07850752412216846
IL4	0.07851140199717012
RGPD2	0.0785733573202601
RUVBL2	0.0785733573202601
AC079305.11	0.0785733573202601
DCAF5	0.07859299306547243
SERTAD1	0.0787635711996511
FAM64A	0.07884103628762998
CMA1	0.07884103628762998
AP4M1	0.07884103628762998
GSK3B	0.07884103628762998
KLF14	0.07884103628762998
HNRNPCP1	0.07884103628762998
RP1-59D14.5	0.07884103628762998
PPP1R2	0.07887057941173724
ARHGAP29	0.07888004676229456
ASH1L-IT1	0.07894150270811726
MIR8077	0.07894418739038961
RAB3D	0.07895378644171465
SHCBP1	0.07899657831320515
CTD-3187F8.15	0.0790069528150077
RP11-618I10.1	0.07920493006447596
SOX13	0.07920493006447596
RPS23P1	0.07920493006447596
CTC-550B14.1	0.07936787914288437
DBH	0.07937111478097955
RP11-407G23.2	0.07937210359944499
CTD-2154H6.1	0.07940861113112489
AP000640.10	0.07941118932162711
FAHD2P1	0.07973633973429443
RP11-861A13.3	0.07978791946993534
RP11-105C19.1	0.07987190236345651
BCAS3	0.07991855590878834
RP5-1092A11.2	0.08001289268835077
INO80E	0.08004193162195103
BATF	0.08004193162195103
FBLN2	0.08010068463717454
TM9SF2	0.08010068463717454
NSFL1C	0.08010068463717454
RP11-567M21.3	0.08010068463717454
TMEM140	0.08010068463717454
RP11-73M18.7	0.08010068463717454
RANBP9	0.08010068463717454
ATP13A2	0.08010068463717454
UEVLD	0.08015989699115014
FRG2MP	0.080177416809178
SH3BGRL3	0.08023732825814407
HIGD1C	0.08025849761117337
ITSN2	0.08030661383767454
MRPL21	0.08030661383767454
SART3	0.08035835129674587
RP11-1193F23.1	0.08036815527111707
UBQLN2	0.08057735430425117
LINC01961	0.08063177800121946
SEMA4B	0.08065774471715756
CYB5R4	0.08065774471715756
RNASE1	0.08069671051729405
EHMT1	0.08081115197977633
KCNMA1-AS1	0.080905627458821
SUV39H2	0.08091297517936877
PRPF6	0.08095772216235919
KIR2DS4	0.08096375525396082
AP2A2	0.08096788836894998
CTD-2330K9.3	0.08101063347186412
PCBP2P1	0.08101063347186412
LPAR5	0.08101835257648582
DTD2	0.08102183879948996
NCBP3	0.08102183879948996
FAM13A-AS1	0.08113038412595018
C17orf51	0.0811659148812757
OR9A2	0.08118636205321152
GGH	0.08126326375652101
RP11-274B21.10	0.08128282057678742
ATP5SL	0.08132415119678522
AC010878.3	0.08142474050044617
DMWD	0.08143460939003583
BUD13P1	0.08144148674372698
ABC7-481722F1.2	0.08154068754895873
LINC01814	0.08163543423598463
DIS3L2	0.08172005388142742
IKBIP	0.08174065884072704
ZBTB6	0.08181976670763913
FBXL5	0.08183533117282037
TBX21	0.08183533117282037
ZNF419	0.08183533117282037
ABCD3	0.08183533117282037
ETHE1	0.08183533117282037
CXCL5	0.08183533117282037
MIR4538	0.0819138789129362
RP11-863P13.3	0.0819138789129362
AC006960.7	0.08196916583059978
MAST4	0.0820264681593493
BAD	0.08202829417456714
FBXO25	0.08202829417456714
RP11-640L9.2	0.08205379845689632
SUMO2P8	0.08205379845689632
SLC2A8	0.08205379845689632
ZNF470	0.08205379845689632
MYO10	0.08205379845689632
WBP11	0.08205863042474061
IL4I1	0.08205863042474061
MYDGF	0.08205863042474061
RP11-764K9.1	0.08205985718348485
TTF1	0.08213901174817462
CDK2AP2	0.08223338562612968
RP4-613A2.1	0.08227652992102977
RP11-88I21.1	0.08227652992102977
ZNF138	0.0823329097713035
TRIM5	0.08234118047075048
MAFB	0.08246527991647268
RP11-69E11.4	0.08251716354156298
ZNF137P	0.08260509620196202
SCOCP1	0.08263168454965823
PKN2	0.0826318021373404
POLR3GL	0.0826318021373404
FBXL20	0.0826318021373404
OSBPL7	0.08271370603173563
SEMA5B	0.08271370603173563
CTD-2385L22.1	0.08271370603173563
RN7SL319P	0.08271370603173563
MEIS1	0.08276870753384691
BRPF1	0.08276870753384691
CHRFAM7A	0.08277829355857397
RP11-535A19.1	0.0827823557865913
EXOSC10	0.08280223675143511
RP11-64J4.2	0.08280223675143511
FAM166AP6	0.08294837273043101
NCK2	0.08299188248165051
RTN4	0.08300382505956107
RP3-395M20.9	0.08301072623313448
GGPS1	0.08301072623313448
KDM1B	0.08301072623313448
RP11-471G13.5	0.08301072623313448
IDH2	0.08301818623913383
RP11-889L3.1	0.08306778843243351
ALG6	0.08306778843243351
PPP4R1-AS1	0.08306778843243351
FGD4	0.08308275691107493
ZNF181	0.08308275691107493
AC093838.4	0.08310171869281993
S1PR1	0.0831455569092922
AC087491.2	0.08324780874835033
MYO7B	0.08324780874835033
LINC01719	0.08326490244372746
CRYBA1	0.08327163484057626
CLMN	0.08329067568078179
RP4-794H19.1	0.08329669498689474
HSPBP1	0.08333852143092976
PCK2	0.08333852143092976
BMT2	0.08338398963635227
CTD-2545G14.4	0.08338398963635227
KLK4	0.08338915570385477
HMGB1	0.08343247438096266
NISCH	0.08344139540172307
P2RY13	0.08346322969838119
HES4	0.08348173279173518
DPF1	0.08348470019260472
TDRD12	0.08353348093939665
EFCAB2	0.08353348093939665
ZNF248	0.08354234956219778
FAM206A	0.08366387508246974
TMEM38A	0.08366387508246974
RP11-799B12.4	0.08381583876426356
WASH6P	0.08382331092334695
NCF4-AS1	0.08388971740775295
ARSEP1	0.08389449204015549
PPP4R1L	0.0839146779692326
MKNK1	0.08392047863180495
RP11-498E2.9	0.08395257010829561
ACE	0.08417330497877064
RP5-1007H16.1	0.08417330497877064
RN7SL336P	0.08421470474131307
HOXA10	0.08433539712793606
LL0XNC01-131B10.2	0.08433539712793606
RP11-124N2.1	0.08445609433919266
CTB-193M12.5	0.08445609433919266
RP11-452H21.1	0.08445609433919266
CTSL	0.08445609433919266
RP11-63D14.1	0.08445609433919266
CTD-2227E11.1	0.08445609433919266
MFSD14A	0.08445609433919266
SNORD46	0.08460399710080214
ZNF417	0.08460399710080214
OR2T12	0.08460399710080214
HLA-DQB1	0.08460399710080214
AP3S1	0.08460399710080214
CCDC152	0.08460399710080214
APOBEC3A	0.08463254259363219
RP11-1000B6.8	0.08463254259363219
UBXN4	0.08463254259363219
PRR14L	0.08463254259363219
MTERF1	0.08463254259363219
POLR3D	0.08463254259363219
RP4-593M8.1	0.08463254259363219
FNDC7	0.08463817313594557
CYP20A1	0.0847577700643967
SNORA80A	0.08486733849085124
TRIM36	0.08487201993020711
CFD	0.0848773674014522
DGKD	0.08493136428313414
CRIP2	0.08497504883459787
CYB5D1	0.08497504883459787
TAF7	0.08499362388277541
RNU6-298P	0.08499362388277541
MYEF2	0.08503140960503108
RP11-158C21.2	0.08503140960503108
AC011625.1	0.08518135266470488
RP11-531F16.4	0.08523598072044325
DPP8	0.08523598072044325
CHD3	0.08523598072044325
RP11-173C1.1	0.08523598072044325
NF1	0.08525371745582087
FBXO3	0.08530004252280951
ZNF14	0.08530473672534258
RP11-410L14.2	0.08535960666281972
CD47	0.08535960666281972
STK35	0.08535960666281972
RNF215	0.08542408187707175
HMGN1P7	0.08552186708965648
TCP11L2	0.08558958498965727
CTC-523E23.5	0.08561439976939486
PPIH	0.085640345210596
CDK7	0.08564690501194956
SCRIB	0.0856545578748994
BTNL3	0.0856545578748994
FASN	0.0856545578748994
RP5-1160K1.6	0.0856545578748994
RP1-97G4.1	0.08566805343281503
TMCC1	0.08570640744466233
FSCN1	0.0857185269153313
ZDHHC13	0.08574563637237505
RP5-1065P14.3	0.08574563637237505
KIAA1644	0.08574563637237505
EXOC5	0.08574563637237505
PIWIL4	0.08574563637237505
PCDH9	0.08574563637237505
TMEM40	0.08574563637237505
PNKP	0.08574563637237505
CKB	0.08574563637237505
PSMC3IP	0.08574563637237505
LINC00862	0.08574563637237505
MAP4	0.08574563637237505
RP11-138I18.2	0.08582228246767307
MT-CO2	0.08600401124538333
CBX3P5	0.08605060832889264
CDC37L1	0.0860529036231813
RNU6-1017P	0.08610744244323851
RP11-864N7.2	0.08629557214539124
RP11-148K1.12	0.0863868795003445
RP11-283I3.6	0.0863868795003445
SEMA3B-AS1	0.08647885764897441
RP11-348N5.9	0.08650718281799767
MTF1	0.08652584913216095
STK11	0.08660415994754941
ITM2B	0.08660415994754941
RP11-68I3.4	0.08660415994754941
GHSR	0.08660415994754941
RP11-666A8.8	0.08664226526290043
NAT6	0.08665413215900718
KBTBD6	0.08666764023204848
AQP11	0.08666764023204848
POLR3A	0.08666764023204848
MEIS3P2	0.08666764023204848
LINC01737	0.08666764023204848
TSEN34	0.08666907336153881
RP11-247A12.2	0.08669000081081227
ARL13B	0.08672533245327214
MREG	0.08672533245327214
CELF2-AS1	0.08673785096430696
RP11-265O12.1	0.08677939953720867
CRNKL1	0.08677939953720867
MSRB3	0.08686524754812257
HLA-DPB1	0.08698548250741192
TEX13D	0.08726850237688875
MTMR1	0.08743021038347666
PLEKHA2	0.08744994729213476
CR2	0.08744994729213476
SEPT7	0.08744994729213476
RP11-330L19.2	0.08744994729213476
RNU6-748P	0.08744994729213476
FTH1P8	0.08744994729213476
PILRB	0.08744994729213476
RGAG1	0.08744994729213476
YIPF1	0.08744994729213476
C17orf107	0.08744994729213476
LINC00534	0.08744994729213476
RP11-521I2.3	0.08744994729213476
IFNA14	0.08744994729213476
SMARCAL1	0.08753208784652962
NDUFA12	0.08763658866804612
TRAPPC9	0.08763890806846095
EIF3B	0.08768520435576826
RNU6ATAC35P	0.08769530610694529
DIRC2	0.08770426995094396
NRXN2	0.08783399091348214
RP11-421L21.2	0.08783399091348214
RPTOR	0.08783399091348214
RP11-349A8.3	0.08797612102374376
CCDC94	0.08797612102374376
CEPT1	0.08802426564785279
MAPK7	0.08802426564785279
RAX2	0.0880504922306299
RP11-489G11.3	0.08810076442116443
NUDT5	0.08810967621574513
AC104809.2	0.0881798002916523
RP11-49K24.8	0.08822687162362035
DNAH17	0.08823501450492244
MTND5P28	0.08842251627943752
RAD21	0.0884759965777733
FCF1P2	0.08847614657835307
GOLGA8M	0.08848278199463429
TBC1D17	0.08848278199463429
AGAP3	0.08848278199463429
RP11-875O11.1	0.08848278199463429
HMGB1P10	0.08848278199463429
TCEANC2	0.08848278199463429
TIAM2	0.0885228040305419
GIT2	0.08856505455696259
RP11-256L6.2	0.08856505455696259
HIPK1	0.08856505455696259
FFAR2	0.08856505455696259
ZNF658	0.08856505455696259
TIGD7	0.08856505455696259
ADAM32	0.08856505455696259
KRT18P64	0.08856505455696259
CXCR1	0.08856505455696259
SLC25A43	0.0886670984374837
LRP5L	0.0886670984374837
TGIF2	0.0886670984374837
RP11-310E22.4	0.0886670984374837
RN7SL210P	0.08867331893821585
RP1-55C23.7	0.08869325062754337
RP11-930O11.1	0.08869352544689466
USP36	0.08879912453819311
BIN2P1	0.08879912453819311
RP11-111F5.2	0.08879912453819311
RP11-231E4.3	0.08895357285293337
FPGT	0.08895357285293337
RP11-274B21.9	0.08895357285293337
CYP4F60P	0.0889847254129354
CABYR	0.08898624370520818
AC068831.16	0.08902854690635416
RPL23AP12	0.08906436738575256
HAUS1P1	0.08913664633658813
LRRC34P2	0.08916948574155466
UMPS	0.08916948574155466
ADAM22	0.08916948574155466
RP11-165J3.6	0.08916948574155466
UBXN7	0.089321328105282
CEP120	0.0893584719063722
FLNB	0.0893584719063722
CTD-2035E11.5	0.08937482397210937
HSD17B1P1	0.08940283715490195
RP11-616K22.1	0.08944950155614342
CAP1	0.0895449109069214
PPP3CA	0.08969972009937939
MYL5	0.0897353064824067
MT-ND4	0.0897353064824067
SNORA3B	0.0897353064824067
APEX2	0.0897353064824067
RP11-848G14.5	0.08984999383242452
SPPL2B	0.08984999383242452
MPST	0.08984999383242452
AGAP1-IT1	0.08993896815142106
AQP10	0.08996801490003975
EBP	0.08996801490003975
RPS19	0.09002159850830234
NOL3	0.09011422696209896
RP11-603B24.6	0.09020542791653603
RP11-83A24.1	0.09022481518972618
RP11-946L16.1	0.09030966980227408
AMPD3	0.09034548453233408
CDHR1	0.09051652256032199
C4orf46	0.09058455470782185
RRP7BP	0.0906109894961116
OGFOD3	0.0906109894961116
CDH4	0.09062056459257622
RP11-977G19.5	0.09062409414522447
CTA-292E10.8	0.09062409414522447
RELT	0.09064619759845435
LINC01649	0.09064630556371543
UTP14C	0.09064630556371543
EIF1P5	0.09071299406486151
FAM160B2	0.09071299406486151
CTA-373H7.7	0.09071299406486151
PLD6	0.09073445607723872
APBB3	0.09073445607723872
HIC2	0.09073445607723872
TSC22D3	0.09073445607723872
JARID2	0.09073445607723872
TUBB3P1	0.09073445607723872
UGP2	0.09073445607723872
GRK6P1	0.09073445607723872
MCL1	0.09073445607723872
CCHCR1	0.09073445607723872
RP11-61F12.1	0.09100535439614754
RP11-386G11.8	0.09102486826121381
USP8	0.09108460401570032
EIF4EBP1	0.0911363413875793
CD52	0.09114847570934699
ACADM	0.09114847570934699
SLC5A9	0.09120683056443799
PARK7	0.09120996585672028
ZNF28	0.09121180325773143
NFATC1	0.09121524108563764
COL5A1	0.09135481358025245
TSN	0.09135481358025245
RP11-566E18.1	0.09135481358025245
CD300LB	0.09141397509438547
RP11-769O8.3	0.09150039397676187
SYVN1	0.09161833286051907
EEF1DP1	0.09163731690256831
RNU6-652P	0.09167320232655622
RP11-170K4.2	0.09167320232655622
C2orf49	0.09167320232655622
LINC01002	0.09169654803716822
RP11-82K18.2	0.09175383459604214
RP11-452D12.1	0.09175383459604214
C16orf97	0.09178171764396396
AC116366.5	0.09184549432346456
ISY1	0.09185214370782196
PPP1R37	0.09185214370782196
AGPAT4	0.09185214370782196
HSPA14	0.0919434530692278
AZI2	0.09194534774793234
TSEN54	0.09199608024501145
CTD-2013N17.7	0.09199608024501145
CTB-120L21.1	0.09204429613590419
PFN1	0.09204546271264107
HMGB3P16	0.09204546271264107
CTD-2006K23.2	0.0921138418757569
RP11-363E6.1	0.0921138418757569
STARD7-AS1	0.0921138418757569
CHCHD3	0.0921138418757569
RNA5SP179	0.0921138418757569
TPR	0.09213668355197846
GPR79	0.09214536909445856
CBX1	0.09214536909445856
ZXDC	0.09214536909445856
MFNG	0.09214536909445856
RP11-864I4.4	0.09214960835293748
ANKRD49	0.09214960835293748
RP11-228M15.1	0.0922938126080648
SMPD5	0.09232336003392898
DLEU7-AS1	0.09232336003392898
RFWD2	0.09232336003392898
PPP1R16A	0.09232960079249607
PIGC	0.09234722089466997
ADAR	0.09234722089466997
FTLP2	0.09234722089466997
UBE2D2	0.09234722089466997
RP11-76E17.4	0.09236893666343807
RP11-214N16.2	0.09238640309424716
NGF	0.09238640309424716
HDAC10	0.09245288330456396
DALRD3	0.09247197024363465
RP11-266I3.8	0.09262426260060297
RPL13A	0.09262426260060297
CACNB3	0.09262426260060297
SAT2	0.09262860549565669
MGEA5	0.09262860549565669
RP11-1246C19.1	0.09262860549565669
TMEM169	0.09262860549565669
TSPAN31	0.09262860549565669
CTC-232P5.3	0.0926394716602954
RP1-292L20.3	0.0926394716602954
RP11-2B6.2	0.0926427487842991
RP11-234B24.5	0.09275089747548464
MED14	0.09277385411456761
RP3-339A18.3	0.09278948445226136
KPNA6	0.09278948445226136
RP11-415J8.7	0.092885807187287
CTA-253N17.1	0.09291359203985836
HCFC2P1	0.09304386076703029
RP3-466P17.3	0.09315106482389035
ZNF75D	0.09315106482389035
NRIP3	0.09317173577498457
TNPO2	0.09317173577498457
RP11-726G23.11	0.09317173577498457
ANKMY1	0.09336017192904339
CEP63	0.09342146470120152
RNA5SP203	0.09343961038317491
LINC01218	0.09350254920192574
HSPBAP1	0.0935108018227567
RP11-666A8.13	0.0935108018227567
PSORS1C3	0.0935108018227567
PUS7L	0.0935108018227567
CEACAM19	0.09353415239986347
PCOLCE2	0.09353415239986347
RN7SL491P	0.09353415239986347
ZNF674-AS1	0.09353415239986347
ZPBP2	0.09353415239986347
RP11-184A2.3	0.09353415239986347
MIR7111	0.09353415239986347
CCZ1B	0.09357313426538968
RP11-571F15.3	0.09364649635705477
HAT1	0.09364649635705477
AC022431.3	0.09366424735943793
POLR2G	0.0936990678703205
STARD5	0.09373049991111092
ERAL1	0.09373049991111092
CDKN1A	0.09374684668697905
APOL3	0.09378720550013046
GGT7	0.09387578106012386
SAP30L	0.09387578106012386
SELP	0.09387578106012386
TULP1	0.09387578106012386
RP11-298I3.3	0.09387578106012386
CTSC	0.0939351301055009
RP11-365F18.1	0.09397819307538148
RP11-374F3.5	0.09403695558228253
FARS2	0.09403809574016812
TRPV5	0.09405507060089915
TESC	0.09408120423682863
LEPROT	0.09416464611051797
COPS9	0.09419244889446551
DUX4L50	0.09429047443612457
TXN	0.09429047443612457
LMNB2	0.09429047443612457
PHF3	0.09454567274373502
RPL23AP42	0.0946389170972393
DNTT	0.09466043148912398
CCR2	0.09473782349622052
ESYT1	0.09475136254822197
RP11-448G15.3	0.09475136254822197
RP11-138A9.1	0.09483062006353579
PPAT	0.09487715291833927
LINC01560	0.09490175272091503
VWA8	0.09490175272091503
MFSD1	0.09494301144394159
FUT11	0.0949639808538612
FAM83A	0.09499631852580132
TSNARE1	0.0951034530132624
RP11-322E11.3	0.0951034530132624
PAQR8	0.0951034530132624
RP11-33E15.1	0.0951034530132624
RP11-217F16.1	0.0952940921836644
SAMD1	0.09534384573670888
DTX2P1	0.09538453364658167
KIR2DL3	0.09538453364658167
KLHL31	0.09538453364658167
CHMP2B	0.09538453364658167
ZNF572	0.09541122770043302
TMED1	0.09549677629812196
GDNF	0.09550225011561195
OSGEP	0.09550870614692632
CBR4	0.09559214352189328
ZNF518B	0.09559214352189328
AC009501.4	0.09561540105078364
MANSC1	0.09563182975567683
LINC01897	0.09573600923076737
RIPK1	0.09574455231538637
DDX60	0.09582597075011909
RP4-564F22.7	0.09589580611296987
MAT2A	0.095899603430664
ELFN1	0.0961325424911684
TRIM33	0.0961325424911684
TMEM17	0.09619117635748668
LHFPL2	0.09619404580988318
RP11-13J8.1	0.09619404580988318
GBF1	0.09619404580988318
ACOX1	0.09621153594172065
CYP2E1	0.09622370997892406
EVI2A	0.09626899221442566
KLF5	0.09642017840401976
