Gene	Pvals
SAMD9	0.0020708022761862944
WDR83	0.0020763324812739436
HERC5	0.0020789744623845854
RP4-671O14.6	0.0020810333549800115
ZNF229	0.002083877998258247
NME4	0.002083877998258247
FTX	0.0020885984042448374
RP11-439A17.9	0.002089443710855866
RPS4XP1	0.002092505267930402
RP11-330O11.3	0.002095280930549216
BBIP1	0.002104408688920018
SNRPA	0.002116470797187218
RP11-571I18.4	0.002116470797187218
ZNF230	0.002116470797187218
SLC25A1	0.002116470797187218
DOK2	0.002116470797187218
RP11-334C17.5	0.0021325033313396753
TRIM62	0.0021325033313396753
RP11-549J18.1	0.0021446450738560616
ZDHHC8	0.0021446450738560616
PRPF31	0.0021480187192550876
KIDINS220	0.0021529078202345824
LINC01270	0.0021529078202345824
STK32B	0.0021591191233295824
RPL10	0.002170375154411463
EP300	0.002170375154411463
PHLDA2	0.0021745814494076488
MINK1	0.0021809384102702625
CTNNBL1	0.0021809384102702625
GCDH	0.002187551414888394
VPS28	0.0021965567651464203
TNF	0.0021965567651464203
GTF2IRD1	0.0021965567651464203
ACE2	0.002198301170459376
ZFPM1	0.0022222530116219412
DAP	0.0022496008398443317
MYZAP	0.0022496008398443317
VWCE	0.0022538647827542637
SLC44A3-AS1	0.0022538647827542637
EEF1G	0.002262842806756712
FAM106DP	0.0022780375904722316
MT-CO3	0.0022780375904722316
CXorf21	0.0022780375904722316
KLLN	0.0022869769952948357
SCARF1	0.002331211910606934
BRCA1	0.002333597214474471
C1orf35	0.0023467142374774368
KIAA0141	0.0023611258293077223
THRB	0.0023611258293077223
SAMM50	0.0023611258293077223
KIAA1683	0.0023615111037471317
RP11-71G12.1	0.002362728622157346
PLEKHM2	0.002366021464748792
IRGQ	0.002375147256789509
NCDN	0.0023860007537844993
AMN1	0.0023860007537844993
SH3GLB2	0.0023926768328915915
WDR74	0.002405478108473582
SNORD68	0.0024217815391422764
HDLBP	0.0024217815391422764
SLF1	0.002422069115771432
PLEKHF2	0.0024221516249041657
OLFML2A	0.0024221516249041657
KIF1B	0.002422319731151521
SENP2	0.0024296190412219864
TNPO1	0.002445107452512638
RP4-734G22.3	0.0024466063365957374
XG	0.002453995090488112
TRIM52-AS1	0.002464477261775497
RPL7A	0.0024857011336831348
KCTD17	0.0024959367006763705
C4orf32	0.002498904943819495
MYRF	0.002498904943819495
PLCH2	0.00250493812562473
RPGR	0.0025130529857053537
CC2D1B	0.0025130529857053537
U2AF2	0.002515627079891111
NOC4L	0.0025177120457753276
KLHL6	0.0025177120457753276
MTCO1P11	0.0025305432037744675
STX18	0.002588199108907599
PRDX6	0.002588199108907599
SMIM1	0.002588199108907599
PAX3	0.0025937552373459234
SF3A2	0.0026070731239371406
ACTN3	0.0026070731239371406
RPS28	0.0026070731239371406
UBXN6	0.0026133341660597564
TAF1C	0.002616096047414384
FAM126B	0.002616096047414384
ASNSD1	0.002616096047414384
NDUFS8	0.0026210119250570157
IRAK4	0.00264439931631548
SDCBP2-AS1	0.00264439931631548
CTC-510F12.2	0.0026468798145089594
NEURL1	0.0026468798145089594
NTRK1	0.0026468798145089594
ZNF394	0.0026468798145089594
ORAI1	0.002654893200964871
RP11-676B18.2	0.0026804881556689152
RAPGEF1	0.0026804881556689152
RP5-1119A7.14	0.0026804881556689152
C16orf62	0.0026804881556689152
GUK1	0.0026804881556689152
TESMIN	0.0026819128059557343
ASS1P1	0.0026956078632670096
DENND6B	0.0026956078632670096
TCAF2	0.0026959788828279582
RAB11FIP1	0.0027115476695663034
ZNF626	0.0027151765825544336
CALB2	0.002730357883262444
LTK	0.0027385598335884147
FCHO2	0.0027453290271088064
FLT1P1	0.002749207012102846
RUBCN	0.0027498880716668632
E2F3	0.0027512101090540774
KCNQ2	0.002751587049185524
SPSB3	0.0027539819936175927
DNAJC9-AS1	0.0027546535860422175
NEURL4	0.0027616747087918997
JUND	0.002779035043039516
RP11-326C3.14	0.0027801248832032594
RP1-80N2.3	0.002791428403595571
ATP2B1-AS1	0.0028107597248137914
LINC01907	0.0028107597248137914
STAT5B	0.00282648785796358
PRSS41	0.00283129418852121
RPL18A	0.00283129418852121
RP11-366L20.2	0.00283129418852121
MCTP2	0.00283129418852121
PHTF1	0.002835351458115936
GATA3-AS1	0.0028359667241827854
PLK3	0.002837930580609793
RP4-570O12.3	0.0028437001205622835
ZNF331	0.0028437001205622835
TSPAN17	0.0028437001205622835
PRSS27	0.002844358499802833
NDUFA13	0.0028655710309766747
NUDT1	0.0028690169333066918
MAPK11	0.0028690169333066918
ZNF107	0.0028690169333066918
PPP2R5D	0.0028690169333066918
RP11-791M20.1	0.0028854829901255176
IFI44	0.0028870839866494773
SSR4	0.0028937341495399215
RP11-713C5.1	0.0028937341495399215
ZNF442	0.0028972859934631476
CAMKV	0.0028972859934631476
LMNB1	0.0028973329404593444
MRPL37	0.0028973329404593444
NDUFV1	0.0028973329404593444
RP11-421L21.3	0.0028973329404593444
TMEM216	0.0028973329404593444
GS1-124K5.12	0.0028973329404593444
ELOVL5	0.0028973329404593444
OSBPL8	0.0029110908774279123
MBNL1-AS1	0.0029110908774279123
RP11-676B18.1	0.0029120361901870196
P3H1	0.002917615278371068
ELK1	0.0029285043722151708
DDX19B	0.002928782247630459
LINC01136	0.002928782247630459
NONO	0.002928782247630459
CTD-3088G3.8	0.0029398043738971718
DVL1	0.0029398043738971718
EIF2B4	0.0029398933181044038
ABHD14B	0.002956375845833619
KLHL2	0.0029628290145114517
ZNF763	0.002967323175393302
BOD1L1	0.002967323175393302
HECTD3	0.002967323175393302
QRICH1	0.002987930864326981
COMMD7	0.002995291555194086
SIPA1L2	0.002999552391396553
RP11-404F10.2	0.0030046955997871474
C19orf47	0.0030141824232874388
AGPAT3	0.0030141824232874388
TLR6	0.0030141824232874388
CD300C	0.003016537242172276
SUMF2	0.003027547636921388
RP11-242D8.1	0.003041860592688265
TBL3	0.0030458715137586245
WDR35	0.0030561968541580418
WNT7A	0.0030599733119411215
SLC17A7	0.0030599733119411215
HTT	0.0030606789418517123
TARBP2	0.0030618358788068577
RP11-723O4.6	0.0030794017248321056
AC004967.7	0.0030799361837439677
PEMT	0.003089303987307805
NTAN1	0.00309241962084462
FAM107A	0.00312861319310198
SLC35D2	0.003135503107392783
MSL1	0.003135503107392783
FRMD3	0.003135503107392783
NPPA	0.0031455595582082106
ARFRP1	0.003150890059762113
BTBD2	0.0031522756101768365
MAB21L3	0.003157507330554552
FBXL6	0.003159717697186877
B3GNT7	0.0031608795287243374
WDR46	0.0031696357518744196
RPL18	0.0031749019430700035
TMC6	0.0031749019430700035
CMTM1	0.0031749019430700035
RP11-864N7.2	0.0031763501119956945
ZNF91	0.0031893051152866066
C1orf159	0.0031972185357210183
DIRAS1	0.003234965674296864
HAVCR2	0.003237175440767617
AUP1	0.003238859943030813
PAGE2B	0.003239412383840979
CFAP54	0.003239412383840979
CERCAM	0.003239412383840979
PKIA-AS1	0.003239412383840979
MPV17	0.0032444397272951846
LDHD	0.0032444397272951846
MT-ND1	0.0032444397272951846
C1QTNF6	0.0032444397272951846
SLA2	0.0032444397272951846
ZNF85	0.0032444397272951846
EYS	0.00324716092945905
ZNF222	0.003251234590297651
PLIN5	0.0032742837785623546
TSC2	0.0032952326846197723
RP11-19J5.1	0.003302394056651546
PRKDC	0.0033028875549610467
ZNF439	0.003312943720770386
FAM65B	0.003312943720770386
MPND	0.0033232520013076463
EPX	0.0033577638444596317
TP53INP1	0.0033668207102545383
SLF2	0.0033668207102545383
SSNA1	0.003368728160742455
TCAIM	0.003379877511178689
PNMA6A	0.003379877511178689
IPMK	0.003402915938593746
SORL1	0.003402915938593746
KRT8P43	0.003408954667863089
TECR	0.003408954667863089
NRXN2	0.003408954667863089
ATG2A	0.003408954667863089
HOXA10	0.003408954667863089
TUBGCP6	0.0034204150068267293
FAM174A	0.0034204150068267293
PTGES3P1	0.0034204150068267293
TXNRD2	0.003430119095211056
TMC4	0.0034313109978073093
HCST	0.0034313109978073093
NT5C3A	0.003436929515434097
AC008074.3	0.003436929515434097
TMEM147	0.0034419210037992596
STMN2	0.0034520969275557
FOSL1	0.00347289844275094
RNF121	0.0034786136365483993
CPEB4	0.003490094621769582
IL12B	0.003490094621769582
H2AFY2	0.0034907964040051605
RNF212	0.0034939392276378944
POMT1	0.003503018109773519
EDC4	0.003503018109773519
RP11-33B1.1	0.00351342079347524
PAX8-AS1	0.0035230820554991472
OPLAH	0.0035230820554991472
FOXK2	0.0035267297470648108
LRRC70	0.0035585427050146673
RRM2P3	0.0035630945986662057
RP11-384C4.6	0.003563237259536976
GPR1	0.003587436036423884
CREB5	0.0036020814094361612
UBE2J1	0.0036048990182711567
RP11-34F13.2	0.0036048990182711567
NOC2L	0.0036070218424858642
ZNF703	0.0036070218424858642
PARP3	0.0036105394300959205
LDLRAD2	0.0036105394300959205
BLVRB	0.0036151294849575033
GTF2IP12	0.003629932981742145
ELOA	0.0036340783570630824
GPR155	0.0036360937849496677
ATRAID	0.0036360937849496677
Z83844.1	0.0036522514391179126
ZNF140	0.0036554746882707287
COPS6	0.0036562214230631274
APOBEC3A	0.0036562214230631274
BRD9	0.00367937823798923
F2RL1	0.003684910299174273
DUSP4	0.003684910299174273
DHTKD1	0.003684910299174273
PLXNC1	0.0036859754303946567
CNTRL	0.003693216270259204
PPARD	0.003693216270259204
PPL	0.003693221880861245
RP11-727F15.9	0.003693997748222734
SEPT9	0.003714254539302094
MT-ND6	0.003714254539302094
NME9	0.003714254539302094
RP1-187B23.1	0.003714254539302094
FAM159A	0.003714254539302094
RNF146	0.003714254539302094
GYPC	0.003714254539302094
MAN1B1	0.003714254539302094
DGAT1	0.003714254539302094
RP11-164P12.5	0.003714254539302094
RP11-21B21.4	0.003718620513134374
NCOR2	0.0037224816733538524
FASN	0.0037224816733538524
PIP5K1C	0.0037224816733538524
HLA-DQB1	0.0037601278657593902
IGHV4-4	0.0037601278657593902
NR4A3	0.003782085204013019
GGT5	0.003782361547892215
NEFM	0.003782361547892215
GAP43	0.003782361547892215
C6orf89	0.003782361547892215
ERGIC2	0.003782361547892215
RP11-443B7.2	0.003782361547892215
NFKBIE	0.003782361547892215
SLFN14	0.003793797828277168
SLIT1	0.0038114909576742076
RP11-20B24.7	0.0038114909576742076
CCDC88B	0.003821082785721813
PTAR1	0.0038510060640760033
C10orf105	0.003868452555904154
SERPINB2	0.003868452555904154
IL18R1	0.003889489932719763
C8orf4	0.0038980910319152953
ZNF737	0.0039304695935739745
KRTCAP2	0.003938932617401276
ARL4C	0.003942935655740396
RPL38	0.003942935655740396
CASC4	0.003942935655740396
NDUFB8	0.003960917464406637
AC034220.3	0.003960917464406637
FIBP	0.003960917464406637
PPARGC1A	0.003969873921108944
JADE1	0.0039769397598678705
C11orf49	0.003985471648353914
GTDC1	0.003995377438196646
KIAA1324	0.003996979937522806
TMED4	0.003996979937522806
PORCN	0.004003473393190155
NABP1	0.004020976809935521
RSBN1	0.004020976809935521
RP11-38G5.4	0.004020976809935521
ADCK1	0.004027204960194464
ZNF44	0.004030118075656116
ABCF3	0.004034698319938762
VDAC1	0.004034698319938762
SEC22B	0.004034698319938762
LINC01093	0.004038577720271199
CCL7	0.004038577720271199
SAMD15	0.004038577720271199
CD83	0.0040592732255839425
ELF1	0.0040592732255839425
FAM96B	0.004074409029422247
NBDY	0.004076722785284718
ARMC6	0.004098712879353879
CCR4	0.004105800854300774
NFE2L3	0.004127850199090912
HRASLS5	0.004129745891026742
KIAA0825	0.004134049261693058
CTB-31N19.3	0.004135837882799869
IGF1R	0.004139701115866233
CA12	0.004140636554273459
SYMPK	0.004143423432533221
CA5A	0.004154632469129636
PACS2	0.004159955846431745
CHAC1	0.004160073672374741
ADGRB1	0.004160073672374741
PROK2	0.004160073672374741
ZNF33A	0.004169868048930286
TXN2	0.004171781085636926
DDX60L	0.004190274622940107
KPNB1	0.004191072389094094
KRT8P46	0.004192078990099228
RC3H1	0.004195856852659133
SERBP1	0.004204049532329941
TGFA	0.004214420092350215
LIME1	0.004214420092350215
ZNF396	0.004214420092350215
GLTSCR2	0.004214420092350215
CASP5	0.004214420092350215
LRRC37B	0.004214453898649341
IFFO1	0.0042508344771790075
PCSK7	0.004257591471552738
SH3TC2	0.004261592541195615
SLC41A3	0.004277301015460574
ARHGAP26	0.004277301015460574
FBXO16	0.004277301015460574
SPOCK3	0.004277301015460574
VIM-AS1	0.004277301015460574
PPP1R3G	0.004277301015460574
STX3	0.004277301015460574
CDK14	0.00428084827579196
ABHD12	0.004292607542467375
CEP295NL	0.004314621550545283
FOXP3	0.004315457161863429
TRMT2A	0.004321913896335096
IL13	0.004321913896335096
ARF6	0.004321913896335096
JPH3	0.004341943432496557
C9orf47	0.004342166247732297
LOXL1	0.004344938547080893
CDH4	0.004347307482277748
RP11-620J15.3	0.0043706857781366
DCLK2	0.004370789871659771
RP1-13D10.2	0.004370789871659771
SMAD4	0.004383740589894636
SSH2	0.004384600107510866
AC002511.3	0.004386514698756012
FAM9B	0.004389437957931287
HACD1	0.004389437957931287
TNFRSF6B	0.004389437957931287
KCNC4	0.004389437957931287
PPP1R14B	0.004389437957931287
AP2M1	0.004389437957931287
RPL8	0.004391375579136076
CH507-42P11.8	0.004397701421501701
RPL23A	0.004400090131772179
OAZ1	0.004400090131772179
RP11-66B24.4	0.004400948183678217
VSNL1	0.004400948183678217
RP11-881M11.2	0.004400948183678217
RBM42	0.004407732782732888
PPIF	0.0044086105176719265
AKT2	0.004438310247935912
U91328.22	0.004439675333029838
TTC36	0.004439675333029838
IRS1	0.004447882874275795
AC008592.8	0.004447882874275795
APBB3	0.004447882874275795
TMEM65	0.0044707755330416045
DHX30	0.004479956522999839
FAM27E3	0.004482642926114028
RP5-1153D9.5	0.00449116714676211
ACTA1	0.004505661176551566
STAG1	0.004533015777238305
LINC02019	0.0045363873036347304
AJ003147.9	0.0045363873036347304
DNPEP	0.0045363873036347304
MED15	0.0045363873036347304
KLHL12	0.0045363873036347304
CCDC157	0.00455503945124903
ALKBH7	0.00455503945124903
RP11-730G20.2	0.00455503945124903
TBC1D8B	0.00455503945124903
PTPN7	0.00455503945124903
KCTD15	0.00455503945124903
PMVK	0.004571057060151494
PSMA3-AS1	0.004593147414232478
FGF8	0.0045942653537726025
HLA-DQB2	0.0045997969829958095
LGALS12	0.0045997969829958095
CUX2	0.0045997969829958095
RP11-319G6.1	0.004609244203303968
ENTPD1	0.004660348742610758
CASZ1	0.004660348742610758
HLA-DPB1	0.004660348742610758
GPR157	0.004684658884859011
NFKBIB	0.0046948944760777725
ADI1	0.004705961774913148
MPV17L	0.004715484595724508
RNPS1	0.004715484595724508
DDX56	0.004716994420354826
MAMLD1	0.004728672583446335
NAPA-AS1	0.0047349475237505175
HINFP	0.0047349475237505175
PI4KB	0.0047597485637524825
ZNF777	0.004761046413637994
DSC2	0.004761046413637994
NAAA	0.004779299941537891
CASP4	0.004788781214666859
GFER	0.004808113652619407
ADCY1	0.00480830585700448
C17orf49	0.004818758967912841
ATP8B4	0.004818758967912841
DLGAP1-AS3	0.0048228977818067335
MGAM2	0.0048228977818067335
RP5-1142A6.10	0.004823140346436416
HSD17B10	0.004861487229834537
IZUMO4	0.004867994174974587
BMP1	0.004867994174974587
ZFYVE16	0.004873164176675486
TNFRSF1B	0.004876880452402757
DDX58	0.0048779723865693
BTLA	0.0048779723865693
RP5-890O3.9	0.004886039015979735
MTND5P32	0.004886039015979735
RP11-144A16.8	0.004888359895886236
TANK	0.004893556628804583
ADCK2	0.004893556628804583
TBRG4	0.0049015091332553044
GPX4	0.0049015091332553044
CYSLTR2	0.004915227939955288
LLNLF-96A1.1	0.004915679472412766
GPKOW	0.004915679472412766
TWSG1	0.00491976966410791
FAM24B	0.00491976966410791
YBX3	0.004951687281852975
CRTC2	0.004956045403257036
PLCB2	0.004967739404262274
VAV3	0.004970773033826319
MANBA	0.004970773033826319
CFLAR	0.004972639588458558
RP11-416N2.4	0.004995357693021192
SLCO4C1	0.004995357693021192
CC2D2A	0.004995357693021192
ZNF580	0.004995357693021192
SLC25A43	0.004995357693021192
ZNF658B	0.005000335797471076
USP44	0.005000335797471076
BTN1A1	0.005000335797471076
C18orf25	0.005002083936703368
GAMT	0.00500349448378266
IL13RA1	0.005016118657952101
PRR5	0.005016614645086973
ETFBKMT	0.005019276843297297
ZMAT4	0.005034077934656862
PID1	0.005034077934656862
ASPH	0.005034077934656862
KBTBD2	0.0050366611838966145
CR1	0.005050253987316806
SERGEF	0.005070766421054098
NCS1	0.005076893080596912
DDX27	0.005078109804148518
PAX8	0.005088065190236538
BCL9L	0.005089290985444485
GTF2H2C	0.005089290985444485
MAP2K5	0.005101836346344499
S100A10	0.005108898483718769
MEIS1	0.005116962103020657
SLC22A4	0.005125205132933264
CLDN12	0.005139457684919774
IL10RB	0.005139457684919774
ABHD17AP1	0.005139457684919774
TGFB1	0.005139457684919774
PHF19	0.005139457684919774
TMEM43	0.005139457684919774
F8	0.005139457684919774
CAPN15	0.0051573660853190565
NETO1	0.0051667605102729474
GPM6A	0.005167275934396372
RP11-862L9.2	0.005212825356570188
DPPA4	0.005212825356570188
CTB-111H14.1	0.005212825356570188
DAPP1	0.005216110982615426
AKR7A3	0.005216110982615426
TSPAN32	0.005218212752633545
TSTA3	0.005247947324583353
ZNF217	0.005247947324583353
MTMR11	0.005247947324583353
GK	0.005248968400920061
FADS3	0.0052536417432478425
MYLPF	0.005262924982468541
JAK2	0.005271841026827896
INE1	0.005271841026827896
BTG2	0.005274059376691998
TSNARE1	0.005282653936812366
SP110	0.005282956577860701
ATXN2L	0.005282956577860701
ABCC10	0.005282956577860701
ASNA1	0.005288812022299652
TUFT1	0.005288812022299652
VPS11	0.005288812022299652
TRIM25	0.005288812022299652
RP11-473M20.5	0.005294172381503079
PEX14	0.005294172381503079
SH3GLB1	0.005305378818587002
MBOAT2	0.005305378818587002
LINC00930	0.005305378818587002
GALNT7	0.005305378818587002
ZKSCAN3	0.005328508850318975
PLAG1	0.0053304344059881366
SSFA2	0.0053304344059881366
XAB2	0.005333686181116038
ANGPTL4	0.005333686181116038
CLIP1	0.005363669887705531
IPO8	0.0053673497052511634
CLEC10A	0.0053673497052511634
EXT1	0.0053673497052511634
MSL3	0.005371145703579101
SOX7	0.005371145703579101
IFIT3	0.005371145703579101
KIAA1551	0.005371145703579101
TAS2R40	0.005371145703579101
AREL1	0.005379578033827728
HSDL2	0.005380098520862179
BRF1	0.005387032766063312
RAB11B	0.005410132458473862
PCGF5	0.005410132458473862
PPT1	0.005427755851215057
MIR3945HG	0.005427755851215057
GPAT2	0.005454251976062986
MIGA2	0.005454251976062986
ATN1	0.0054749307138079
RGS17	0.0054826677315791125
PSMB8-AS1	0.005486464607225102
UNC13B	0.005498816948954353
DDX54	0.005498816948954353
RGPD1	0.005550312298527964
RP11-372K14.2	0.005564161271923066
C6orf226	0.005565990788079452
SPINK8	0.00560842958959082
FAU	0.00560842958959082
PCNX1	0.005680906059115295
CCDC126	0.005687173961829529
MMP24-AS1	0.005689505239325767
CBWD7	0.005689505239325767
APOBEC3C	0.005690988159246488
RP11-183G22.1	0.005702124709098045
PABPN1	0.005738783816142801
TMEM219	0.005738783816142801
VCPKMT	0.00575712493846747
ZNF513	0.005765665261957218
NCAPH2	0.005784008340834778
LAGE3	0.0057898791876489
RGS18	0.0057898791876489
HNRNPA0	0.0057898791876489
SSBP4	0.0057898791876489
RASSF3	0.005790178299871071
NRBF2	0.005804277871841884
SMAGP	0.0058258136995070625
ABHD12B	0.005857590926154452
LINC01993	0.0058585679299958835
NPTN-IT1	0.005875921095765895
FAM50A	0.005875921095765895
ZNF638	0.005885623491022009
CELF2	0.005885623491022009
BTF3	0.005885623491022009
CTD-3088G3.4	0.005885623491022009
GTF3C5	0.005893711952033495
NFATC1	0.00590024080747246
PSMF1	0.005902830160223308
RPS2P46	0.005902830160223308
RP11-304M2.3	0.005902830160223308
RP11-430C7.5	0.005915467611864591
IL21R-AS1	0.005940592934347441
NELFE	0.005940777957084949
HBZP1	0.005948954041460469
CMA1	0.005960224583847959
DBH-AS1	0.005960224583847959
NACA	0.005960224583847959
TCF7L2	0.005960224583847959
SDHA	0.005964274262885678
PRKCSH	0.005976201664394588
CHN1	0.006005484281553679
CLK4	0.00600892184888156
CLN3	0.006013849083340993
ZSCAN26	0.006016646199791245
RP11-495P10.10	0.006029920992225052
AHCTF1	0.006039466461460604
UNC13A	0.006039466461460604
LSM12	0.006044521644614545
IFT52	0.006044521644614545
RP11-230F18.6	0.006044521644614545
ATXN1	0.006064230410886982
CXorf40B	0.006064230410886982
OR52V1P	0.006064230410886982
CTD-2017D11.1	0.006067960157137818
SNAP23	0.0060713585757471425
ARMC8	0.00607997174201421
CBLN3	0.006082707384234927
LINC00539	0.0060832158438308215
RPL37A	0.0060923539388472595
PTDSS2	0.0060923539388472595
CXorf23	0.0060923539388472595
MLLT11	0.006105654015912209
MAGI3	0.006105654015912209
LINC01126	0.006122504971073883
CCS	0.006122504971073883
PLEKHN1	0.0061229780069462034
ZKSCAN1	0.006139808966727947
PIN1	0.006159552456518192
ZNF182	0.006159552456518192
SERINC2	0.006159552456518192
VCPIP1	0.00617352051245282
SH3TC1	0.00617352051245282
TRAF4	0.006179813997626033
CLPP	0.006187649669675566
XPC	0.006208151445206566
PSORS1C3	0.006208151445206566
CEP164	0.006228751559556562
ARL6IP6	0.006228751559556562
RP1-193H18.2	0.006243254324763478
NXT1	0.006243254324763478
P2RY8	0.006254950591030624
APRT	0.006254950591030624
AC003090.1	0.006254950591030624
RP3-340B19.5	0.006254950591030624
RTEL1P1	0.006260287185902248
TMED3	0.0062710987639204765
SCAF11	0.0062853899803475355
DMAP1	0.006300367595844726
ALDOB	0.006304506606866096
MARCH2	0.00630687931193621
CCDC12	0.0063101076652198945
RNF220	0.006311827554454946
REXO1	0.006311827554454946
NDUFA11	0.006311827554454946
RP11-1102P22.1	0.006313362302039527
RPL13	0.006338848992352222
PCNX4	0.006342971723502582
RP11-670E13.3	0.00634455746387055
MTA1	0.0063454308723584025
FYB	0.0063454308723584025
ZSCAN30	0.006368599828060165
PEX10	0.006399240756700469
PLEKHO1	0.006402424881552755
IFITM10	0.006402424881552755
SVIL	0.006402424881552755
XPNPEP2	0.006416433508776333
RUNX3	0.006416433508776333
RP2	0.006417413771207287
RGS10	0.006432435251550411
PDLIM1P4	0.006446938960736006
MARVELD2	0.006446938960736006
FILIP1L	0.00645930115232256
PLAGL1	0.006478106022325672
CTD-3064M3.3	0.006479238230976887
